Data
"0.0,21.2,21,Not Done"
"0.1,9.5,13,Not Done"
"0.2,7.9,21,Not Done"
"0.2,-3.9,7,Not Done"
"0.1,-9.3,-6,Not Done"
"0.0,-14.7,-12,Not Done"
"0.1,-13.1,-9,Not Done"
"0.0,-12.1,-9,Not Done"
"-0.1,-12.5,-18,Not Done"
"-0.2,-12.8,-23,Not Done"
"-0.4,-11.6,-31,Not Done"
"-0.4,-10.2,-34,Not Done"
"-0.5,-8.2,-37,Not Done"
"-0.6,-4.9,-38,Not Done"
"-0.7,-1.5,-40,Not Done"
"-0.8,2.1,-39,Not Done"
"-0.9,5.2,-43,Not Done"
"-1.0,9.5,-43,Not Done"
"-0.9,12.5,-37,Not Done"
"-0.8,16.8,-25,Not Done"
"-0.8,16.4,-24,Not Done"
"-0.9,17.1,-31,Not Done"
"-0.8,17.6,-24,Not Done"
"-0.6,19.9,-12,Not Done"
"-0.5,20.3,-8,Not Done"
"-0.6,17.8,-12,Not Done"
"-0.7,15.5,-24,Not Done"
"-0.7,15.3,-22,Not Done"
"-0.6,15.1,-19,Not Done"
"-0.6,16.4,-19,Not Done"
"-0.7,15.6,-22,Not Done"
"-0.8,15.5,-25,Not Done"
"-0.7,18.7,-18,Not Done"
"-0.6,19.7,-14,Not Done"
"-0.6,19.1,-12,Not Done"
"-0.5,18.6,-9,Not Done"
"-0.5,15.0,-14,Not Done"
"-0.6,15.7,-16,Not Done"
"-0.6,17.6,-14,Not Done"
"-0.5,17.3,-9,Not Done"
"-0.5,15.8,-11,Not Done"
"-0.5,14.7,-13,Not Done"
"-0.5,12.2,-16,Not Done"
"-0.5,13.2,-12,Not Done"
"-0.4,13.7,-8,Not Done"
"-0.4,14.1,-6,Not Done"
"-0.3,13.4,-4,Not Done"
"-0.3,13.8,-1,Not Done"
"-0.2,11.3,1,Not Done"
"-0.2,6.4,-4,Not Done"
"-0.2,5.0,-8,Not Done"
"-0.2,-0.0,-11,Not Done"
"-0.2,0.7,-10,Not Done"
"-0.2,-0.8,-9,Not Done"
"-0.2,-1.9,-14,Not Done"
"-0.2,-2.5,-13,Not Done"
"-0.2,-3.0,-13,Not Done"
"-0.2,-3.1,-13,Not Done"
"-0.2,-4.2,-15,Not Done"
"-0.2,-4.6,-15,Not Done"
"-0.2,-5.1,-16,Not Done"
"-0.2,-5.4,-17,Not Done"
"-0.2,-6.2,-18,Not Done"
"-0.2,-5.6,-18,Not Done"
"-0.2,-5.5,-18,Not Done"
"-0.2,-5.2,-18,Not Done"
"-0.2,-4.8,-18,Not Done"
"-0.2,-3.7,-17,Not Done"
"-0.2,-2.2,-14,Not Done"
"-0.2,-0.4,-10,Not Done"
"-0.1,0.8,-6,Not Done"
"-0.1,0.2,-6,Not Done"
"-0.1,-0.9,-8,Not Done"
"-0.1,-1.5,-9,Not Done"
"-0.2,-3.3,-12,Not Done"
"-0.2,-4.4,-16,Not Done"
"-0.3,-5.5,-20,Not Done"
"-0.3,-5.3,-23,Not Done"
"-0.4,-5.4,-25,Not Done"
"-0.4,-3.8,-25,Not Done"
"-0.4,-1.2,-24,Not Done"
"-0.4,2.2,-20,Not Done"
"-0.4,5.0,-15,Not Done"
"-0.3,5.4,-11,Not Done"
"-0.3,4.2,-10,Not Done"
"-0.3,3.7,-13,Not Done"
"-0.4,4.0,-16,Not Done"
"-0.5,3.4,-21,Not Done"
"-0.5,6.0,-22,Not Done"
"-0.5,9.5,-18,Not Done"
"-0.5,11.9,-13,Not Done"
"-0.4,14.2,-8,Not Done"
"-0.4,14.0,-6,Not Done"
"-0.3,13.3,-3,Not Done"
"-0.3,10.7,-4,Not Done"
"-0.3,8.4,-6,Not Done"
"-0.3,6.7,-9,Not Done"
"-0.3,6.5,-8,Not Done"
"-0.3,8.0,-5,Not Done"
"-0.2,8.4,-2,Not Done"
"-0.1,8.1,2,Not Done"
"-0.0,6.7,5,Not Done"
"0.0,4.2,6,Not Done"
"0.1,1.1,5,Not Done"
"0.1,-1.2,1,Not Done"
"0.0,-3.0,-1,Not Done"
"-0.0,-3.0,-3,Not Done"
"0.0,-2.5,-1,Not Done"
"0.0,-1.8,0,Not Done"
"0.0,-1.7,-1,Not Done"
"-0.0,-1.0,-1,Not Done"
"-0.0,-1.2,-1,Not Done"
"-0.0,-1.0,-1,Not Done"
"-0.0,-0.8,-1,Not Done"
"-0.0,-0.6,0,Not Done"
"0.0,-0.6,0,Not Done"
"0.0,-0.5,0,Not Done"
"0.0,-0.3,0,Not Done"
"0.0,-0.2,0,Not Done"
"0.0,-0.1,0,Not Done"
"0.0,-0.1,1,Not Done"
"0.0,0.0,2,Not Done"
"0.1,0.1,2,Not Done"
"0.1,-0.0,3,Not Done"
"0.1,0.4,4,Not Done"
"0.1,0.4,5,Not Done"
"0.1,0.3,5,Not Done"
"0.1,0.7,7,Not Done"
"0.1,0.6,8,Not Done"
"0.1,0.6,8,Not Done"
"0.2,0.8,9,Not Done"
"0.2,1.0,11,Not Done"
"0.2,1.0,11,Not Done"
"0.2,1.1,12,Not Done"
"0.2,1.0,13,Not Done"
"0.3,1.5,15,Not Done"
"0.3,1.6,16,Not Done"
"0.3,1.7,16,Not Done"
"0.3,1.9,18,Not Done"
"0.3,2.0,19,Not Done"
"0.3,1.8,19,Not Done"
"0.3,0.4,14,Not Done"
"0.3,-0.3,14,Not Done"
"0.3,-3.3,11,Not Done"
"0.3,-3.2,12,Not Done"
"0.3,-3.7,11,Not Done"
"0.3,-3.1,12,Not Done"
"0.3,-2.7,12,Not Done"
"0.3,-2.6,11,Not Done"
"0.2,-2.0,11,Not Done"
"0.2,-1.4,11,Not Done"
"0.2,-0.6,12,Not Done"
"0.2,0.0,13,Not Done"
"0.3,-0.0,14,Not Done"
"0.3,-0.4,15,Not Done"
"0.3,-0.6,15,Not Done"
"0.3,-1.0,16,Not Done"
"0.3,-0.8,16,Not Done"
"0.3,-0.5,17,Not Done"
"0.4,-0.5,18,Not Done"
"0.4,-0.1,19,Not Done"
"0.4,0.9,21,Not Done"
"0.4,1.0,21,Not Done"
"0.4,-3.8,19,Not Done"
"0.2,-9.4,3,Not Done"
"0.2,-10.8,-1,Not Done"
"0.1,-12.2,-4,Not Done"
"0.1,-7.6,0,Not Done"
"0.1,-5.0,1,Not Done"
"0.2,-0.2,8,Not Done"
"0.2,3.8,15,Not Done"
"0.3,6.6,23,Not Done"
"0.4,7.2,30,Not Done"
"0.3,-2.6,13,Not Done"
"0.1,-1.3,1,Not Done"
"0.1,-5.1,1,Not Done"
"0.0,-3.5,-1,Not Done"
"0.1,0.3,5,Not Done"
"0.2,2.3,10,Not Done"
"0.3,3.4,19,Not Done"
"0.4,6.7,28,Not Done"
"0.5,5.5,32,Not Done"
"0.5,-0.2,24,Not Done"
"0.4,-0.5,23,Not Done"
"0.5,-2.2,27,Not Done"
"0.6,-2.4,29,Not Done"
"0.5,-5.6,23,Not Done"
"0.5,-7.1,18,Not Done"
"0.4,-10.7,12,Not Done"
"0.4,-11.2,8,Not Done"
"0.3,-13.1,5,Not Done"
"0.3,-11.6,3,Not Done"
"0.3,-8.8,6,Not Done"
"0.3,-6.1,8,Not Done"
"0.3,-3.6,13,Not Done"
"0.3,-3.2,15,Not Done"
"0.4,-4.2,15,Not Done"
"0.3,-5.4,11,Not Done"
"0.3,-7.7,8,Not Done"
"0.2,-8.1,4,Not Done"
"0.2,-6.4,6,Not Done"
"0.2,-5.5,7,Not Done"
"0.3,-4.7,9,Not Done"
"0.3,-4.3,9,Not Done"
"0.2,-2.9,10,Not Done"
"0.3,-1.4,14,Not Done"
"0.3,1.0,19,Not Done"
"0.4,1.6,22,Not Done"
"0.4,1.2,24,Not Done"
"0.4,1.0,25,Not Done"
"0.5,-1.4,23,Not Done"
"0.5,-3.7,22,Not Done"
"0.5,-6.3,19,Not Done"
"0.4,-8.5,15,Not Done"
"0.4,-10.4,10,Not Done"
"0.3,-11.7,5,Not Done"
"0.3,-12.0,3,Not Done"
"0.2,-10.8,2,Not Done"
"0.2,-7.9,5,Not Done"
"0.2,-5.7,7,Not Done"
"0.2,-4.6,8,Not Done"
"0.3,-3.8,9,Not Done"
"0.3,-3.7,11,Not Done"
"0.3,-3.2,13,Not Done"
"0.3,-3.3,13,Not Done"
"0.3,-4.1,14,Not Done"
"0.3,-5.2,12,Not Done"
"0.3,-5.4,12,Not Done"
"0.3,-5.9,10,Not Done"
"0.3,-6.3,9,Not Done"
"0.3,-7.6,6,Not Done"
"0.2,-7.7,5,Not Done"
"0.2,-7.6,3,Not Done"
"0.2,-6.7,2,Not Done"
"0.2,-5.8,3,Not Done"
"0.2,-4.0,5,Not Done"
"0.2,-2.2,8,Not Done"
"0.2,-2.0,8,Not Done"
"0.2,-2.5,9,Not Done"
"0.2,-2.7,10,Not Done"
"0.2,-2.8,10,Not Done"
"0.3,-3.2,10,Not Done"
"0.3,-3.4,10,Not Done"
"0.3,-3.5,10,Not Done"
"0.3,-3.5,11,Not Done"
"0.3,-3.3,12,Not Done"
"0.3,-2.8,13,Not Done"
"0.3,-2.6,14,Not Done"
"0.3,-2.5,15,Not Done"
"0.3,-2.9,15,Not Done"
"0.4,-3.1,16,Not Done"
"0.4,-3.3,16,Not Done"
"0.4,-3.6,16,Not Done"
"0.4,-3.9,16,Not Done"
"0.4,-4.0,16,Not Done"
"0.4,-4.5,16,Not Done"
"0.4,-4.7,16,Not Done"
"0.4,-4.9,15,Not Done"
"0.4,-5.5,15,Not Done"
"0.4,-6.1,14,Not Done"
"0.4,-6.8,13,Not Done"
"0.4,-7.3,12,Not Done"
"0.3,-7.7,11,Not Done"
"0.3,-8.3,9,Not Done"
"0.3,-8.9,7,Not Done"
"0.3,-9.1,6,Not Done"
"0.3,-9.0,5,Not Done"
"0.2,-8.4,4,Not Done"
"0.2,-8.1,3,Not Done"
"0.2,-7.6,2,Not Done"
"0.2,-7.3,2,Not Done"
"0.2,-6.7,1,Not Done"
"0.1,-6.2,1,Not Done"
"0.1,-5.9,0,Not Done"
"0.1,-5.9,0,Not Done"
"0.1,-5.9,0,Not Done"
"0.1,-5.8,-1,Not Done"
"0.1,-6.3,-2,Not Done"
"0.1,-6.1,-2,Not Done"
"0.1,-6.0,-2,Not Done"
"0.0,-5.9,-3,Not Done"
"0.0,-6.3,-4,Not Done"
"0.0,-6.4,-5,Not Done"
"-0.0,-6.5,-6,Not Done"
"-0.0,-6.8,-8,Not Done"
"-0.0,-7.0,-8,Not Done"
"-0.1,-6.9,-9,Not Done"
"-0.1,-7.5,-11,Not Done"
"-0.1,-7.5,-12,Not Done"
"-0.1,-7.9,-13,Not Done"
"-0.1,-7.9,-14,Not Done"
"-0.1,-8.0,-15,Not Done"
"-0.2,-8.3,-17,Not Done"
"-0.2,-8.1,-18,Not Done"
"-0.2,-5.6,-17,Not Done"
"-0.3,-5.8,-19,Not Done"
"-0.3,-5.5,-22,Not Done"
"-0.3,-7.2,-23,Not Done"
"-0.3,-1.4,-20,Not Done"
"-0.3,11.0,-3,Not Done"
"-0.1,13.5,7,Not Done"
"-0.0,9.0,8,Not Done"
"0.0,5.4,6,Not Done"
"0.0,1.3,3,Not Done"
"0.0,0.6,2,Not Done"
"0.0,2.1,4,Not Done"
"0.1,-2.0,1,Not Done"
"0.0,-3.9,-2,Not Done"
"0.0,-6.6,-5,Not Done"
"0.0,-7.5,-7,Not Done"
"-0.0,-7.2,-7,Not Done"
"-0.0,-5.4,-7,Not Done"
"-0.0,-5.8,-7,Not Done"
"-0.1,-5.4,-8,Not Done"
"-0.0,-5.9,-8,Not Done"
"-0.1,-6.3,-9,Not Done"
"-0.1,-6.2,-10,Not Done"
"-0.1,-5.6,-10,Not Done"
"-0.1,-4.9,-10,Not Done"
"-0.1,-5.2,-11,Not Done"
"-0.1,-5.4,-12,Not Done"
"-0.1,-5.3,-12,Not Done"
"-0.1,-4.7,-12,Not Done"
"-0.1,-4.5,-12,Not Done"
"-0.2,-4.3,-12,Not Done"
"-0.2,-4.2,-13,Not Done"
"-0.2,-4.5,-13,Not Done"
"-0.2,-4.2,-13,Not Done"
"-0.2,-3.5,-12,Not Done"
"-0.2,-3.3,-11,Not Done"
"-0.2,-3.5,-12,Not Done"
"-0.2,-3.7,-12,Not Done"
"-0.2,-3.7,-13,Not Done"
"-0.2,-3.3,-12,Not Done"
"-0.2,-3.3,-12,Not Done"
"-0.2,-3.1,-11,Not Done"
"-0.2,-3.1,-12,Not Done"
"-0.2,2.0,-7,Not Done"
"-0.2,3.5,-4,Not Done"
"-0.1,3.3,-3,Not Done"
"-0.1,2.1,-1,Not Done"
"-0.0,0.4,-1,Not Done"
"0.0,1.5,1,Not Done"
"0.0,0.6,1,Not Done"
"0.1,0.1,2,Not Done"
"0.1,-0.9,3,Not Done"
"0.1,-1.3,3,Not Done"
"0.1,-1.3,4,Not Done"
"0.1,-1.0,4,Not Done"
"0.1,-0.6,6,Not Done"
"0.1,-0.7,6,Not Done"
"0.1,-0.3,7,Not Done"
"0.2,-0.3,8,Not Done"
"0.2,0.1,10,Not Done"
"0.2,0.2,11,Not Done"
"0.2,-0.0,10,Not Done"
"0.2,0.3,12,Not Done"
"0.2,0.3,13,Not Done"
"0.3,0.5,15,Not Done"
"0.3,-4.8,10,Not Done"
"0.3,-2.6,14,Not Done"
"0.4,-2.7,16,Not Done"
"0.3,-3.9,14,Not Done"
"0.3,-6.6,9,Not Done"
"0.3,-7.4,8,Not Done"
"0.3,-8.5,7,Not Done"
"0.3,-8.3,6,Not Done"
"0.2,-9.2,3,Not Done"
"0.2,-9.3,1,Not Done"
"0.2,-7.5,3,Not Done"
"0.2,-5.7,4,Not Done"
"0.2,-4.6,6,Not Done"
"0.2,-4.5,5,Not Done"
"0.2,-4.4,6,Not Done"
"0.2,-3.8,7,Not Done"
"0.2,-2.8,9,Not Done"
"0.2,-2.3,10,Not Done"
"0.2,-1.6,11,Not Done"
"0.2,-2.0,11,Not Done"
"0.3,-1.7,13,Not Done"
"0.3,-1.9,13,Not Done"
"0.3,-2.0,13,Not Done"
"0.3,-2.3,13,Not Done"
"0.3,-2.4,13,Not Done"
"0.3,-2.2,14,Not Done"
"0.3,-2.2,14,Not Done"
"0.3,-2.3,15,Not Done"
"0.3,-2.5,16,Not Done"
"0.3,-2.3,16,Not Done"
"0.4,-2.8,16,Not Done"
"0.4,-3.2,16,Not Done"
"0.4,-3.5,16,Not Done"
"0.4,-3.5,17,Not Done"
"0.4,-3.8,17,Not Done"
"0.4,-4.0,17,Not Done"
"0.4,-4.3,17,Not Done"
"0.4,-4.4,17,Not Done"
"0.4,-4.7,16,Not Done"
"0.4,-5.1,16,Not Done"
"0.4,-5.6,16,Not Done"
"0.4,-6.0,15,Not Done"
"0.4,-6.8,14,Not Done"
"0.4,-7.2,13,Not Done"
"0.4,-7.8,11,Not Done"
"0.3,-8.4,10,Not Done"
"0.3,-8.8,8,Not Done"
"0.3,-9.0,6,Not Done"
"0.3,-8.6,6,Not Done"
"0.2,-7.8,5,Not Done"
"0.2,-8.1,4,Not Done"
"0.2,-7.6,3,Not Done"
"0.2,-6.7,3,Not Done"
"0.2,-6.2,3,Not Done"
"0.2,-5.9,2,Not Done"
"0.1,-5.4,2,Not Done"
"0.1,-5.3,2,Not Done"
"0.1,-5.5,1,Not Done"
"0.1,-5.6,1,Not Done"
"0.1,-5.6,0,Not Done"
"0.1,-6.1,0,Not Done"
"0.1,-6.1,0,Not Done"
"0.1,-5.9,0,Not Done"
"0.1,-6.1,0,Not Done"
"0.1,-6.1,-1,Not Done"
"0.1,-6.3,-2,Not Done"
"0.1,-6.1,-2,Not Done"
"0.0,-6.2,-3,Not Done"
"0.0,-6.0,-4,Not Done"
"0.0,-6.0,-4,Not Done"
"0.0,-5.8,-5,Not Done"
"-0.0,-6.0,-6,Not Done"
"-0.0,-5.8,-6,Not Done"
"-0.0,-5.9,-7,Not Done"
"-0.0,-6.1,-7,Not Done"
"-0.0,-6.5,-8,Not Done"
"-0.1,-6.4,-9,Not Done"
"-0.1,-6.8,-10,Not Done"
"-0.1,-6.8,-11,Not Done"
"-0.1,-7.2,-12,Not Done"
"-0.1,-7.3,-13,Not Done"
"-0.1,-7.3,-13,Not Done"
"-0.1,-7.3,-14,Not Done"
"-0.1,-5.5,-13,Not Done"
"-0.2,-5.0,-13,Not Done"
"-0.2,-4.9,-14,Not Done"
"-0.2,-5.6,-15,Not Done"
"-0.2,-5.8,-15,Not Done"
"-0.2,-2.1,-13,Not Done"
"-0.2,1.3,-9,Not Done"
"-0.1,5.2,-2,Not Done"
"-0.0,9.8,9,Not Done"
"0.1,5.7,8,Not Done"
"0.1,1.9,5,Not Done"
"0.1,0.1,4,Not Done"
"0.1,0.1,5,Not Done"
"0.1,-2.9,1,Not Done"
"0.0,-5.6,-2,Not Done"
"0.0,-6.8,-5,Not Done"
"0.0,-6.4,-4,Not Done"
"0.0,-5.3,-4,Not Done"
"0.0,-4.3,-3,Not Done"
"0.0,-4.2,-3,Not Done"
"-0.0,-4.2,-4,Not Done"
"-0.0,-4.6,-5,Not Done"
"-0.0,-4.6,-5,Not Done"
"-0.0,-4.2,-5,Not Done"
"-0.0,-3.4,-4,Not Done"
"-0.0,-3.5,-4,Not Done"
"-0.0,-3.4,-4,Not Done"
"-0.0,-3.5,-4,Not Done"
"-0.0,-3.3,-4,Not Done"
"-0.0,-3.2,-4,Not Done"
"-0.0,-3.0,-3,Not Done"
"-0.0,-2.8,-3,Not Done"
"-0.0,-2.5,-2,Not Done"
"-0.0,-2.5,-2,Not Done"
"-0.0,-2.4,-2,Not Done"
"0.0,-2.1,-2,Not Done"
"0.0,-2.3,-1,Not Done"
"0.0,-2.0,-1,Not Done"
"0.0,-2.2,-1,Not Done"
"0.0,-2.0,0,Not Done"
"0.0,-1.8,0,Not Done"
"0.0,-1.6,0,Not Done"
"0.1,-1.6,1,Not Done"
"0.1,-1.3,2,Not Done"
"0.1,-1.5,2,Not Done"
"0.1,-1.2,3,Not Done"
"0.1,-1.1,4,Not Done"
"0.1,-1.0,5,Not Done"
"0.1,-0.8,6,Not Done"
"0.1,-0.9,6,Not Done"
"0.2,-0.7,7,Not Done"
"0.2,-0.4,9,Not Done"
"0.2,-0.4,10,Not Done"
"0.2,-0.3,11,Not Done"
"0.2,-0.3,12,Not Done"
"0.2,-0.2,13,Not Done"
"0.3,-0.6,14,Not Done"
"0.3,-0.2,14,Not Done"
"0.3,-1.7,13,Not Done"
"0.3,-4.9,9,Not Done"
"0.3,-3.7,11,Not Done"
"0.3,-3.1,11,Not Done"
"0.3,-2.6,12,Not Done"
"0.3,-3.1,12,Not Done"
"0.2,-9.2,0,Not Done"
"0.1,-7.0,-1,Not Done"
"0.1,-9.9,-2,Not Done"
"0.1,-4.2,3,Not Done"
"0.2,-0.8,9,Not Done"
"0.2,-0.7,12,Not Done"
"0.2,-4.7,7,Not Done"
"0.2,-1.8,9,Not Done"
"0.3,-4.3,10,Not Done"
"0.3,-2.6,12,Not Done"
"0.3,-4.0,12,Not Done"
"0.3,-2.1,14,Not Done"
"0.3,-4.6,12,Not Done"
"0.3,-4.4,12,Not Done"
"0.3,-5.8,10,Not Done"
"0.3,-5.4,10,Not Done"
"0.3,-5.1,10,Not Done"
"0.3,-5.1,10,Not Done"
"0.3,-6.0,8,Not Done"
"0.3,-6.1,8,Not Done"
"0.3,-5.4,9,Not Done"
"0.3,-5.0,9,Not Done"
"0.3,-4.9,9,Not Done"
"0.2,-4.6,9,Not Done"
"0.2,-4.4,8,Not Done"
"0.2,-4.0,8,Not Done"
"0.2,-3.6,9,Not Done"
"0.2,-2.9,10,Not Done"
"0.2,-3.4,10,Not Done"
"0.2,-3.8,9,Not Done"
"0.3,-4.0,10,Not Done"
"0.3,-3.5,10,Not Done"
"0.3,-3.9,10,Not Done"
"0.3,-4.0,10,Not Done"
"0.3,-4.2,10,Not Done"
"0.3,-4.5,10,Not Done"
"0.3,-4.5,10,Not Done"
"0.3,-4.3,10,Not Done"
"0.3,-4.5,10,Not Done"
"0.3,-5.1,9,Not Done"
"0.3,-4.9,9,Not Done"
"0.3,-4.8,9,Not Done"
"0.3,-5.0,8,Not Done"
"0.3,-5.0,8,Not Done"
"0.2,-5.0,8,Not Done"
"0.2,-5.3,7,Not Done"
"0.2,-5.4,7,Not Done"
"0.2,-5.3,7,Not Done"
"0.2,-5.4,6,Not Done"
"0.2,-5.5,6,Not Done"
"0.2,-5.6,5,Not Done"
"0.2,-5.7,5,Not Done"
"0.2,-5.4,5,Not Done"
"0.2,-5.6,4,Not Done"
"0.2,-5.6,4,Not Done"
"0.2,-5.5,4,Not Done"
"0.2,-5.6,3,Not Done"
"0.2,-5.7,2,Not Done"
"0.1,-5.7,2,Not Done"
"0.1,-5.5,2,Not Done"
"0.1,-5.6,1,Not Done"
"0.1,-5.5,1,Not Done"
"0.1,-5.6,0,Not Done"
"0.1,-5.5,0,Not Done"
"0.1,-5.2,0,Not Done"
"0.1,-4.9,0,Not Done"
"0.1,-5.1,0,Not Done"
"0.1,-4.9,-1,Not Done"
"0.1,-4.8,-1,Not Done"
"0.1,-4.9,-1,Not Done"
"0.1,-4.9,-1,Not Done"
"0.1,-4.9,-2,Not Done"
"0.0,-4.8,-2,Not Done"
"0.0,-5.1,-2,Not Done"
"0.0,-5.3,-3,Not Done"
"0.0,-5.6,-4,Not Done"
"0.0,-5.7,-4,Not Done"
"0.0,-5.7,-5,Not Done"
"-0.0,-6.0,-6,Not Done"
"-0.0,-5.8,-6,Not Done"
"-0.0,-5.6,-7,Not Done"
"-0.0,-5.3,-7,Not Done"
"-0.0,-5.5,-7,Not Done"
"-0.0,-5.4,-7,Not Done"
"-0.1,-5.4,-8,Not Done"
"-0.1,-5.3,-8,Not Done"
"-0.1,-5.3,-9,Not Done"
"-0.1,-5.4,-9,Not Done"
"-0.1,-3.7,-8,Not Done"
"-0.1,-2.9,-8,Not Done"
"-0.1,-3.2,-9,Not Done"
"-0.1,-3.9,-9,Not Done"
"-0.1,-4.2,-9,Not Done"
"-0.1,-4.4,-9,Not Done"
"-0.1,-4.6,-10,Not Done"
"-0.1,-4.5,-10,Not Done"
"-0.1,-4.3,-10,Not Done"
"-0.1,-4.5,-10,Not Done"
"-0.1,-4.7,-11,Not Done"
"-0.1,-3.8,-11,Not Done"
"-0.1,-0.8,-8,Not Done"
"-0.1,0.2,-6,Not Done"
"-0.1,0.6,-5,Not Done"
"-0.1,0.9,-4,Not Done"
"-0.1,0.1,-3,Not Done"
"-0.0,-0.3,-2,Not Done"
"-0.0,-1.3,-2,Not Done"
"-0.0,-1.5,-1,Not Done"
"0.0,-2.1,-1,Not Done"
"0.0,-2.6,-1,Not Done"
"0.0,-3.2,-1,Not Done"
"0.0,-3.3,-2,Not Done"
"0.0,-3.1,-1,Not Done"
"0.0,-3.0,-1,Not Done"
"0.0,-3.1,-1,Not Done"
"0.0,-2.8,0,Not Done"
"0.0,-2.9,0,Not Done"
"0.1,-2.6,0,Not Done"
"0.1,-2.6,0,Not Done"
"0.1,-2.5,1,Not Done"
"0.1,-2.6,1,Not Done"
"0.1,-2.6,1,Not Done"
"0.1,-2.5,1,Not Done"
"0.1,-2.3,2,Not Done"
"0.1,-2.1,2,Not Done"
"0.1,-1.9,3,Not Done"
"0.1,-2.1,4,Not Done"
"0.1,-2.1,4,Not Done"
"0.1,-2.0,5,Not Done"
"0.1,-1.7,6,Not Done"
"0.2,-1.7,6,Not Done"
"0.2,-1.8,7,Not Done"
"0.2,-1.7,7,Not Done"
"0.2,-1.7,8,Not Done"
"0.2,-1.4,9,Not Done"
"0.2,-1.3,10,Not Done"
"0.2,-1.8,10,Not Done"
"0.2,-1.3,11,Not Done"
"0.3,-2.1,12,Not Done"
"0.2,-5.8,3,Not Done"
"0.2,-3.3,5,Not Done"
"0.2,-3.3,8,Not Done"
"0.3,-1.4,12,Not Done"
"0.3,-2.8,11,Not Done"
"0.3,-2.1,11,Not Done"
"0.3,-1.4,13,Not Done"
"0.3,-1.8,12,Not Done"
"0.3,-2.1,13,Not Done"
"0.3,-3.2,13,Not Done"
"0.3,-3.7,13,Not Done"
"0.3,-4.4,12,Not Done"
"0.3,-5.1,11,Not Done"
"0.3,-5.9,10,Not Done"
"0.3,-6.5,9,Not Done"
"0.3,-5.9,9,Not Done"
"0.3,-5.7,9,Not Done"
"0.3,-5.8,8,Not Done"
"0.3,-6.2,7,Not Done"
"0.2,-5.9,7,Not Done"
"0.2,-5.3,7,Not Done"
"0.2,-4.6,7,Not Done"
"0.2,-4.3,7,Not Done"
"0.2,-3.9,8,Not Done"
"0.2,-3.4,8,Not Done"
"0.2,-3.2,8,Not Done"
"0.2,-2.7,9,Not Done"
"0.2,-2.8,10,Not Done"
"0.2,-3.3,10,Not Done"
"0.2,-3.5,10,Not Done"
"0.3,-3.3,10,Not Done"
"0.3,-3.6,10,Not Done"
